Country,Date,Total Cases,Deaths,Recovered,Active Cases
Portugal,2020-03-11,59,0,0,59
Portugal,2020-03-12,78,0,1,77
Portugal,2020-03-13,112,0,1,111
Portugal,2020-03-14,169,0,1,168
Portugal,2020-03-15,245,0,2,243
Portugal,2020-03-16,331,1,3,327
Portugal,2020-03-17,448,1,3,444
Portugal,2020-03-18,642,2,3,637
Portugal,2020-03-19,785,3,3,779
Portugal,2020-03-20,1020,6,5,1009
Portugal,2020-03-21,1280,12,5,1263
Portugal,2020-03-22,1600,14,5,1581
Portugal,2020-03-23,2060,23,14,2023
Portugal,2020-03-24,2362,33,22,2307
Portugal,2020-03-25,2995,43,22,2930
Portugal,2020-03-26,3544,60,43,3441
Portugal,2020-03-27,4268,76,43,4149
Portugal,2020-03-28,5170,100,43,5027
Portugal,2020-03-29,5962,119,43,5800
Portugal,2020-03-30,6408,140,43,6225
Portugal,2020-03-31,7443,160,43,7240
Portugal,2020-04-01,8251,187,43,8021
Portugal,2020-04-02,9034,209,68,8757
Portugal,2020-04-03,9886,246,68,9572
Portugal,2020-04-04,10524,266,75,10183
Portugal,2020-04-05,11278,295,75,10908
Portugal,2020-04-06,11730,311,140,11279
Portugal,2020-04-07,12442,345,184,11913
Portugal,2020-04-08,13141,380,196,12565
Portugal,2020-04-09,13956,409,205,13342
Portugal,2020-04-10,15472,435,233,14804
Portugal,2020-04-11,"15,987",470,266,15251
Portugal,2020-04-12,"16,585",504,277,15804
Portugal,2020-04-13,"16,934",535,277,16122
Portugal,2020-04-14,"17,448",567,347,16534
Portugal,2020-04-15,"18,091",599,383,17109
Portugal,2020-04-16,"18,841",629,493,17719
Portugal,2020-04-17,"19,022",657,519,17846
Portugal,2020-04-18,"19,685",687,610,18388
Portugal,2020-04-19,"20,206",714,610,18882
Portugal,2020-04-20,"20,863",735,610,19518
Austria,2020-02-29,5,0,0,5
Austria,2020-03-01,10,0,0,10
Austria,2020-03-02,10,0,0,10
Austria,2020-03-03,18,0,0,18
Austria,2020-03-04,29,0,0,29
Austria,2020-03-05,41,0,0,41
Austria,2020-03-06,55,0,0,55
Austria,2020-03-07,79,0,0,79
Austria,2020-03-08,99,0,0,99
Austria,2020-03-09,131,0,0,131
Austria,2020-03-10,182,0,0,182
Austria,2020-03-11,246,0,0,246
Austria,2020-03-12,361,1,0,360
Austria,2020-03-13,504,1,0,503
Austria,2020-03-14,655,1,0,654
Austria,2020-03-15,860,1,0,859
Austria,2020-03-16,1016,3,0,1013
Austria,2020-03-17,1332,3,0,1329
Austria,2020-03-18,1646,4,0,1642
Austria,2020-03-19,2013,6,0,2007
Austria,2020-03-20,2388,6,0,2382
Austria,2020-03-21,2814,8,0,2806
Austria,2020-03-22,3244,16,0,3228
Austria,2020-03-23,3924,21,0,3903
Austria,2020-03-24,4876,28,0,4848
Austria,2020-03-25,5560,31,0,5529
Austria,2020-03-26,6398,49,0,6349
Austria,2020-03-27,7399,58,0,7341
Austria,2020-03-28,7995,68,0,7927
Austria,2020-03-29,8536,86,479,7971
Austria,2020-03-30,9377,108,636,8633
Austria,2020-03-31,9974,128,1095,8751
Austria,2020-04-01,10482,146,1436,8900
Austria,2020-04-02,10967,158,1749,9060
Austria,2020-04-03,11383,168,2022,9193
Austria,2020-04-04,11665,186,2507,8972
Austria,2020-04-05,11907,204,2998,8705
Austria,2020-04-06,12206,220,3463,8523
Austria,2020-04-07,12519,243,4046,8230
Austria,2020-04-08,12852,273,4512,8067
Austria,2020-04-09,13138,295,5240,7603
Austria,2020-04-10,13492,319,6064,7109
Austria,2020-04-11,13561,337,6604,6620
Austria,2020-04-12,"13,894",350,6987,6557
Austria,2020-04-13,"13,999",368,7343,6288
Austria,2020-04-14,"14,159",384,7633,6142
Austria,2020-04-15,"14,321",393,8098,5830
Austria,2020-04-16,"14,451",410,8986,5055
Austria,2020-04-17,"14,553",431,9704,4418
Austria,2020-04-18,"14,637",443,10214,3980
Austria,2020-04-19,"14,696",452,10501,3743
Austria,2020-04-20,"14,755",470,10631,3654
Russia,2020-01-31,2,0,0,2
Russia,2020-02-01,2,0,0,2
Russia,2020-02-02,2,0,0,2
Russia,2020-02-03,2,0,0,2
Russia,2020-02-04,2,0,0,2
Russia,2020-02-05,2,0,0,2
Russia,2020-02-06,2,0,0,2
Russia,2020-02-07,2,0,0,2
Russia,2020-02-08,2,0,0,2
Russia,2020-02-09,2,0,0,2
Russia,2020-02-10,2,0,0,2
Russia,2020-02-11,2,0,0,2
Russia,2020-02-12,2,0,0,2
Russia,2020-02-13,2,0,0,2
Russia,2020-02-14,2,0,0,2
Russia,2020-02-15,2,0,0,2
Russia,2020-02-16,2,0,0,2
Russia,2020-02-17,2,0,0,2
Russia,2020-02-18,2,0,0,2
Russia,2020-02-19,2,0,0,2
Russia,2020-02-20,2,0,0,2
Russia,2020-02-21,2,0,0,2
Russia,2020-02-22,2,0,0,2
Russia,2020-02-23,2,0,0,2
Russia,2020-02-24,2,0,0,2
Russia,2020-02-25,2,0,0,2
Russia,2020-02-26,2,0,0,2
Russia,2020-02-27,2,0,0,2
Russia,2020-02-28,2,0,0,2
Russia,2020-02-29,2,0,0,2
Russia,2020-03-01,2,0,0,2
Russia,2020-03-02,3,0,2,1
Russia,2020-03-03,3,0,2,1
Russia,2020-03-04,3,0,2,1
Russia,2020-03-05,4,0,2,2
Russia,2020-03-06,10,0,3,7
Russia,2020-03-07,14,0,3,11
Russia,2020-03-08,17,0,3,14
Russia,2020-03-09,20,0,3,17
Russia,2020-03-10,20,0,3,17
Russia,2020-03-11,28,0,3,25
Russia,2020-03-12,34,0,3,31
Russia,2020-03-13,45,0,3,42
Russia,2020-03-14,59,0,3,56
Russia,2020-03-15,63,0,3,60
Russia,2020-03-16,93,0,4,89
Russia,2020-03-17,114,0,5,109
Russia,2020-03-18,147,0,5,142
Russia,2020-03-19,199,0,5,194
Russia,2020-03-20,253,0,12,241
Russia,2020-03-21,306,0,16,290
Russia,2020-03-22,367,0,16,351
Russia,2020-03-23,438,0,17,421
Russia,2020-03-24,495,0,22,473
Russia,2020-03-25,658,0,29,629
Russia,2020-03-26,840,2,38,800
Russia,2020-03-27,1036,3,45,988
Russia,2020-03-28,1264,4,49,1211
Russia,2020-03-29,1534,8,64,1462
Russia,2020-03-30,1836,9,66,1761
Russia,2020-03-31,2337,17,121,2199
Russia,2020-04-01,2777,24,190,2563
Russia,2020-04-02,3548,30,235,3283
Russia,2020-04-03,4149,34,281,3834
Russia,2020-04-04,4731,43,333,4355
Russia,2020-04-05,5389,45,355,4989
Russia,2020-04-06,6343,47,406,5890
Russia,2020-04-07,7497,58,494,6945
Russia,2020-04-08,8672,63,580,8029
Russia,2020-04-09,10131,76,698,9357
Russia,2020-04-10,11917,94,795,11028
Russia,2020-04-11,13584,106,1045,12433
Russia,2020-04-12,"15,770",130,1291,14349
Russia,2020-04-13,"18,328",148,1470,16710
Russia,2020-04-14,"21,102",170,1694,19238
Russia,2020-04-15,"24,490",198,1986,22306
